"waitingdays","type","entry","city","checkyear","checkmonth"
42,"F1","Renewal","ShangHai",2013,5
36,"F1","Renewal","BeiJing",2013,5
36,"J1","New","BeiJing",2013,5
33,"F1","Renewal","BeiJing",2013,5
32,"F1","Renewal","ShangHai",2013,5
88,"F1","New","ShangHai",2013,5
39,"B2","New","Others",2013,5
41,"F1","Renewal","ShangHai",2013,5
42,"F1","Renewal","ShangHai",2013,5
43,"J1","New","BeiJing",2013,5
81,"F1","New","GuangZhou",2013,5
77,"F1","Renewal","GuangZhou",2013,5
59,"F1","Renewal","ShangHai",2013,5
92,"F1","Renewal","GuangZhou",2013,5
35,"J1","Renewal","BeiJing",2013,5
66,"F1","Renewal","GuangZhou",2013,5
38,"F1","New","ShangHai",2013,5
40,"F1","New","ShangHai",2013,5
39,"J2","New","ChengDu",2013,5
53,"B1","New","Montreal",2013,5
35,"J1","New","BeiJing",2013,5
39,"H1","Renewal","ShangHai",2013,5
45,"F1","Renewal","BeiJing",2013,5
35,"F1","New","BeiJing",2013,5
41,"F1","New","GuangZhou",2013,5
42,"F1","New","GuangZhou",2013,5
41,"F1","New","GuangZhou",2013,5
43,"J1","New","ShangHai",2013,5
35,"F1","Renewal","ChengDu",2013,5
41,"F1","Renewal","ShangHai",2013,5
45,"J1","New","ShangHai",2013,5
41,"F1","New","GuangZhou",2013,5
35,"F1","New","BeiJing",2013,5
35,"F1","Renewal","ChengDu",2013,5
33,"F1","New","GuangZhou",2013,5
66,"F1","New","BeiJing",2013,6
78,"F1","New","ShangHai",2013,6
66,"F1","New","BeiJing",2013,6
77,"F1","New","GuangZhou",2013,6
77,"F1","New","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
65,"F1","New","GuangZhou",2013,6
39,"F1","New","GuangZhou",2013,6
49,"F1","New","ShangHai",2013,6
57,"F1","New","ShangHai",2013,6
38,"J1","New","ShangHai",2013,6
53,"F1","New","BeiJing",2013,6
36,"F1","New","BeiJing",2013,6
53,"F1","Renewal","ShangHai",2013,6
37,"F1","Renewal","ShangHai",2013,6
42,"F1","New","BeiJing",2013,6
39,"F1","New","ShangHai",2013,6
42,"F1","Renewal","BeiJing",2013,6
81,"F1","Renewal","ShangHai",2013,6
66,"F1","New","BeiJing",2013,6
38,"F1","Renewal","ShangHai",2013,6
36,"F1","Renewal","BeiJing",2013,6
39,"H1","New","Ottawa",2013,6
33,"F1","Renewal","GuangZhou",2013,6
37,"J1","New","ShangHai",2013,6
38,"F1","Renewal","BeiJing",2013,6
57,"B2","Renewal","BeiJing",2013,6
32,"F1","New","BeiJing",2013,6
37,"F1","Renewal","BeiJing",2013,6
37,"F1","Renewal","ShangHai",2013,6
36,"F1","New","BeiJing",2013,6
30,"F1","Renewal","ShangHai",2013,6
52,"F1","New","BeiJing",2013,6
37,"F1","Renewal","ShangHai",2013,6
37,"F1","New","BeiJing",2013,6
32,"F1","Renewal","BeiJing",2013,6
32,"F1","New","BeiJing",2013,6
37,"B1","New","ShangHai",2013,6
42,"F1","Renewal","ShangHai",2013,6
74,"J1","New","BeiJing",2013,6
32,"F2","New","BeiJing",2013,6
32,"H1","Renewal","BeiJing",2013,6
37,"F1","New","BeiJing",2013,6
4,"F1","Renewal","BeiJing",2013,6
76,"F1","Renewal","BeiJing",2013,6
59,"B2","New","ShangHai",2013,6
58,"B2","New","BeiJing",2013,6
76,"F1","New","BeiJing",2013,6
48,"J1","New","ShangHai",2013,6
59,"B2","New","ShangHai",2013,6
37,"B1","New","BeiJing",2013,6
38,"F1","Renewal","ShangHai",2013,6
56,"B2","Renewal","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
42,"F1","New","ChengDu",2013,6
48,"F1","New","ShangHai",2013,6
80,"F1","Renewal","ChengDu",2013,6
35,"F1","New","BeiJing",2013,6
58,"F1","Renewal","ShangHai",2013,6
51,"F1","Renewal","BeiJing",2013,6
34,"F1","Renewal","BeiJing",2013,6
55,"F1","Renewal","ShangHai",2013,6
77,"F1","Renewal","GuangZhou",2013,6
35,"F1","Renewal","BeiJing",2013,6
34,"F1","New","ShenYang",2013,6
59,"F1","New","ShangHai",2013,6
37,"F1","Renewal","BeiJing",2013,6
48,"F1","New","BeiJing",2013,6
37,"F1","Renewal","BeiJing",2013,6
76,"J1","New","GuangZhou",2013,6
35,"F1","Renewal","BeiJing",2013,6
36,"J1","New","BeiJing",2013,6
35,"F1","New","BeiJing",2013,6
50,"J2","New","GuangZhou",2013,6
35,"F1","New","BeiJing",2013,6
50,"F1","Renewal","ShangHai",2013,6
80,"F1","New","BeiJing",2013,6
31,"F1","New","BeiJing",2013,6
77,"F1","New","BeiJing",2013,6
54,"B1","New","ShangHai",2013,6
58,"F1","Renewal","ShangHai",2013,6
48,"F1","Renewal","ShangHai",2013,6
55,"F1","Renewal","ShangHai",2013,6
62,"F1","New","ShangHai",2013,6
57,"B1","New","ShangHai",2013,6
58,"F1","New","ShangHai",2013,6
49,"F1","New","ShangHai",2013,6
34,"F1","New","ShenYang",2013,6
57,"B2","New","ShangHai",2013,6
36,"J1","New","BeiJing",2013,6
64,"F1","Renewal","ShangHai",2013,6
57,"L1","New","ShangHai",2013,6
37,"J1","New","ShenYang",2013,6
36,"F1","Renewal","BeiJing",2013,6
36,"F1","New","BeiJing",2013,6
36,"F1","New","ShangHai",2013,6
37,"F1","Renewal","ShangHai",2013,6
34,"F1","Renewal","BeiJing",2013,6
60,"F1","New","ShangHai",2013,6
71,"J2","New","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
62,"F1","New","ShangHai",2013,6
53,"F1","New","Others",2013,6
60,"F1","New","ShangHai",2013,6
70,"F1","New","ShangHai",2013,6
68,"F1","New","BeiJing",2013,6
70,"J1","New","ShangHai",2013,6
70,"F1","New","ShangHai",2013,6
50,"F1","Renewal","ShangHai",2013,6
67,"F1","Renewal","BeiJing",2013,6
69,"F1","New","BeiJing",2013,6
50,"F1","Renewal","ShangHai",2013,6
56,"F1","New","ShangHai",2013,6
56,"B2","New","ShangHai",2013,6
56,"B2","New","ShangHai",2013,6
61,"F1","New","ShangHai",2013,6
56,"F1","New","ShangHai",2013,6
56,"J1","Renewal","GuangZhou",2013,6
56,"F1","New","ShangHai",2013,6
67,"F1","Renewal","ShangHai",2013,6
70,"F1","New","HongKong",2013,6
50,"F1","New","ShangHai",2013,6
48,"F1","New","ShangHai",2013,6
42,"F1","New","ChengDu",2013,6
56,"F1","New","ShangHai",2013,6
34,"F1","New","BeiJing",2013,6
61,"F1","New","ShangHai",2013,6
76,"F1","New","ShangHai",2013,6
34,"F1","New","BeiJing",2013,6
56,"F1","New","ShangHai",2013,6
75,"F1","Renewal","ShangHai",2013,6
47,"B1","New","BeiJing",2013,6
78,"F1","New","BeiJing",2013,6
34,"J1","New","BeiJing",2013,6
55,"F1","New","ChengDu",2013,6
34,"F1","Renewal","ChengDu",2013,6
61,"F1","New","ShangHai",2013,6
56,"F1","New","ShangHai",2013,6
69,"J1","New","BeiJing",2013,6
34,"F1","New","BeiJing",2013,6
78,"F1","New","BeiJing",2013,6
97,"B1","New","BeiJing",2013,6
57,"F1","Renewal","ShangHai",2013,6
57,"F1","Renewal","ShangHai",2013,6
34,"F1","New","BeiJing",2013,6
35,"F1","New","BeiJing",2013,6
35,"F1","Renewal","BeiJing",2013,6
35,"F1","Renewal","BeiJing",2013,6
34,"F1","New","Others",2013,6
40,"F1","New","Others",2013,6
69,"F1","New","BeiJing",2013,6
61,"F1","New","ShangHai",2013,6
56,"F1","Renewal","ShangHai",2013,6
56,"F1","Renewal","ShangHai",2013,6
62,"F1","Renewal","ShangHai",2013,6
81,"L1","New","BeiJing",2013,6
57,"F1","New","ShangHai",2013,6
109,"L1","New","BeiJing",2013,6
29,"F1","Renewal","BeiJing",2013,6
165,"F1","New","BeiJing",2013,6
76,"J1","New","BeiJing",2013,6
6,"F1","Renewal","BeiJing",2013,6
70,"F1","Renewal","ShenYang",2013,6
70,"F1","New","BeiJing",2013,6
35,"F1","Renewal","ShangHai",2013,6
35,"F1","New","BeiJing",2013,6
40,"F1","Renewal","ChengDu",2013,6
70,"B2","New","ShenYang",2013,6
74,"F1","New","BeiJing",2013,6
69,"F1","New","ShangHai",2013,6
66,"F1","New","BeiJing",2013,6
55,"J1","Renewal","ShangHai",2013,6
55,"F1","Renewal","ShangHai",2013,6
69,"F1","New","ShangHai",2013,6
52,"F1","New","ShangHai",2013,6
52,"F1","New","ShangHai",2013,6
54,"F1","Renewal","ShangHai",2013,6
53,"F1","New","ShangHai",2013,6
55,"F1","Renewal","GuangZhou",2013,6
46,"J1","New","BeiJing",2013,6
55,"J1","New","ShangHai",2013,6
61,"F1","New","ShangHai",2013,6
55,"F1","Renewal","ShangHai",2013,6
66,"F1","New","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
59,"F1","New","HongKong",2013,6
63,"B2","Renewal","GuangZhou",2013,6
75,"F1","New","ShangHai",2013,6
62,"F1","New","ShangHai",2013,6
42,"B2","New","BeiJing",2013,6
54,"F1","Renewal","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
55,"F1","Renewal","ShangHai",2013,6
38,"F1","Renewal","BeiJing",2013,6
33,"F1","New","BeiJing",2013,6
54,"F1","New","GuangZhou",2013,6
54,"F1","New","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
33,"F1","New","BeiJing",2013,6
39,"F1","New","BeiJing",2013,6
34,"F1","Renewal","BeiJing",2013,6
66,"F1","New","ShangHai",2013,6
57,"F1","New","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
74,"F1","New","BeiJing",2013,6
39,"B2","New","Europe",2013,6
33,"F1","New","BeiJing",2013,6
56,"F1","New","ShangHai",2013,6
47,"F1","New","ShangHai",2013,6
60,"F1","Renewal","ShangHai",2013,6
24,"J1","New","ShangHai",2013,6
54,"F1","New","ShangHai",2013,6
0,"J1","New","Europe",2013,6
34,"F1","New","BeiJing",2013,6
33,"F1","Renewal","BeiJing",2013,6
55,"F1","New","ShangHai",2013,6
74,"F1","New","BeiJing",2013,6
34,"F1","Renewal","BeiJing",2013,6
60,"F1","New","GuangZhou",2013,6
71,"F1","Renewal","ShangHai",2013,6
71,"F1","New","ShangHai",2013,6
60,"J1","Renewal","Europe",2013,6
42,"F1","New","BeiJing",2013,6
57,"F2","New","ShangHai",2013,6
53,"F1","New","ShangHai",2013,6
57,"F2","New","ShangHai",2013,6
53,"F1","New","BeiJing",2013,6
63,"F1","New","ShangHai",2013,6
45,"F1","New","BeiJing",2013,6
71,"B1","New","BeiJing",2013,6
50,"F2","New","BeiJing",2013,6
64,"F1","New","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
50,"B2","New","ShangHai",2013,6
44,"B1","New","Europe",2013,6
44,"F1","New","ChengDu",2013,6
49,"F1","New","BeiJing",2013,6
52,"F1","Renewal","ShangHai",2013,6
32,"F1","Renewal","ShenYang",2013,6
35,"F1","New","ShangHai",2013,6
49,"F1","Renewal","ShangHai",2013,6
32,"J1","New","BeiJing",2013,6
52,"J1","Renewal","ShangHai",2013,6
46,"F1","New","BeiJing",2013,6
32,"F1","New","BeiJing",2013,6
53,"F1","Renewal","ShangHai",2013,6
39,"H1","New","ShangHai",2013,6
71,"F1","New","ChengDu",2013,6
39,"F1","Renewal","BeiJing",2013,6
35,"B2","New","BeiJing",2013,6
52,"F1","Renewal","BeiJing",2013,6
60,"F1","New","BeiJing",2013,6
39,"H1","Renewal","BeiJing",2013,6
53,"F1","New","ShangHai",2013,6
30,"F1","Renewal","Europe",2013,6
77,"L1","New","BeiJing",2013,6
52,"F1","New","ShangHai",2013,6
53,"J1","New","ShangHai",2013,6
52,"B2","New","GuangZhou",2013,6
32,"H1","Renewal","ShenYang",2013,6
32,"F1","New","BeiJing",2013,6
30,"F1","New","BeiJing",2013,6
71,"B1","New","ShangHai",2013,6
31,"J1","New","BeiJing",2013,6
30,"F1","Renewal","ShenYang",2013,6
32,"F1","Renewal","BeiJing",2013,6
52,"F1","Renewal","ShangHai",2013,6
73,"J1","New","ShangHai",2013,6
64,"F1","Renewal","ShangHai",2013,6
57,"F1","Renewal","ShangHai",2013,6
70,"F1","New","ChengDu",2013,6
59,"F1","Renewal","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
59,"F1","Renewal","GuangZhou",2013,6
52,"F1","New","ShangHai",2013,6
64,"F1","New","BeiJing",2013,6
63,"J1","New","ShangHai",2013,6
51,"F1","New","BeiJing",2013,6
63,"F1","New","ShangHai",2013,6
52,"F1","New","ShangHai",2013,6
66,"B2","New","BeiJing",2013,6
48,"F2","New","ChengDu",2013,6
48,"F1","Renewal","ShangHai",2013,6
35,"F1","New","BeiJing",2013,6
56,"H1","Renewal","ShangHai",2013,6
50,"F1","New","BeiJing",2013,6
62,"F1","New","ShangHai",2013,6
44,"F1","New","ChengDu",2013,6
43,"F1","New","BeiJing",2013,6
43,"F1","Renewal","BeiJing",2013,6
50,"F1","New","BeiJing",2013,6
50,"F1","New","BeiJing",2013,6
43,"F1","New","ChengDu",2013,6
45,"F1","New","BeiJing",2013,6
38,"F1","New","BeiJing",2013,6
58,"F1","Renewal","ShangHai",2013,6
51,"F1","Renewal","GuangZhou",2013,6
45,"F1","New","BeiJing",2013,6
51,"B2","New","BeiJing",2013,6
29,"B1","New","BeiJing",2013,6
66,"F1","Renewal","ShangHai",2013,6
43,"F1","New","BeiJing",2013,6
38,"F1","Renewal","BeiJing",2013,6
38,"F1","Renewal","BeiJing",2013,6
51,"F1","New","BeiJing",2013,6
73,"F1","New","ShangHai",2013,6
49,"F1","Renewal","BeiJing",2013,6
51,"B2","New","BeiJing",2013,6
56,"F1","New","GuangZhou",2013,6
78,"H1","New","ShangHai",2013,6
45,"F1","New","BeiJing",2013,6
31,"F1","Renewal","BeiJing",2013,6
48,"F1","Renewal","ShangHai",2013,6
50,"J1","New","BeiJing",2013,6
52,"F1","New","ShangHai",2013,6
48,"F1","Renewal","ShangHai",2013,6
45,"F1","New","BeiJing",2013,6
59,"J1","Renewal","GuangZhou",2013,6
38,"F1","Renewal","BeiJing",2013,6
24,"H1","Renewal","Others",2013,6
65,"F1","Renewal","ShangHai",2013,6
56,"F1","New","GuangZhou",2013,6
49,"J1","New","ShangHai",2013,6
45,"J1","New","BeiJing",2013,6
50,"F1","Renewal","BeiJing",2013,6
31,"F1","New","ShenYang",2013,6
41,"F1","New","ChengDu",2013,6
72,"F1","New","BeiJing",2013,6
52,"F1","Renewal","ShangHai",2013,6
51,"B1","New","ShangHai",2013,6
43,"J1","New","Others",2013,6
63,"F1","New","ShangHai",2013,6
54,"J1","New","GuangZhou",2013,6
49,"F1","New","GuangZhou",2013,6
60,"F1","New","ShenYang",2013,6
62,"F1","New","ShangHai",2013,6
54,"F1","New","ShangHai",2013,6
67,"F1","New","ShangHai",2013,6
64,"F1","New","ShangHai",2013,6
49,"F1","Renewal","ShangHai",2013,6
48,"F1","New","BeiJing",2013,6
55,"J1","New","ShangHai",2013,6
43,"B2","New","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
55,"F1","New","Europe",2013,6
43,"F1","New","ChengDu",2013,6
43,"F1","New","BeiJing",2013,6
50,"F1","New","BeiJing",2013,6
68,"F1","New","ShangHai",2013,6
60,"J1","New","ShenYang",2013,6
50,"F1","New","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
43,"F1","New","BeiJing",2013,6
57,"F1","New","ShenYang",2013,6
49,"F1","New","BeiJing",2013,6
60,"J1","New","ShangHai",2013,6
57,"F1","Renewal","BeiJing",2013,6
61,"F1","New","ChengDu",2013,6
64,"F1","New","ShangHai",2013,6
48,"F1","New","BeiJing",2013,6
49,"F1","Renewal","GuangZhou",2013,6
48,"F1","Renewal","BeiJing",2013,6
69,"F1","Renewal","BeiJing",2013,6
43,"F1","New","BeiJing",2013,6
60,"F1","New","ShenYang",2013,6
54,"J1","New","GuangZhou",2013,6
62,"F1","New","ShangHai",2013,6
40,"F1","New","BeiJing",2013,6
67,"F1","New","ShangHai",2013,6
55,"F1","New","ShangHai",2013,6
63,"J1","New","ShangHai",2013,6
48,"F1","New","BeiJing",2013,6
48,"J1","New","BeiJing",2013,6
61,"F2","New","ShangHai",2013,6
41,"F1","Renewal","BeiJing",2013,6
41,"F1","New","ChengDu",2013,6
43,"F1","New","BeiJing",2013,6
43,"F1","Renewal","BeiJing",2013,6
76,"B2","New","ChengDu",2013,6
67,"F1","New","ShangHai",2013,6
54,"F1","New","ShangHai",2013,6
63,"F1","New","BeiJing",2013,6
60,"F1","New","ShangHai",2013,6
61,"F1","New","BeiJing",2013,6
61,"F1","New","BeiJing",2013,6
59,"J1","New","BeiJing",2013,6
55,"B1","New","BeiJing",2013,6
67,"F1","New","ShangHai",2013,6
47,"F1","New","BeiJing",2013,6
70,"F1","Renewal","BeiJing",2013,6
54,"F1","New","BeiJing",2013,6
48,"F1","New","BeiJing",2013,6
62,"F1","New","ShangHai",2013,6
53,"B1","Renewal","Others",2013,6
67,"F1","New","ShangHai",2013,6
45,"F1","New","ShangHai",2013,6
67,"F1","New","BeiJing",2013,6
69,"F1","New","GuangZhou",2013,6
55,"J1","New","BeiJing",2013,6
42,"F1","New","HongKong",2013,6
48,"F1","New","ShangHai",2013,6
45,"F1","New","BeiJing",2013,6
70,"F1","New","BeiJing",2013,6
62,"F1","Renewal","ShangHai",2013,6
45,"F1","New","BeiJing",2013,6
48,"F1","New","BeiJing",2013,6
67,"F1","Renewal","ShangHai",2013,6
68,"H1","Renewal","ShangHai",2013,6
59,"F1","New","BeiJing",2013,6
66,"F1","New","ShangHai",2013,6
69,"F1","New","ShangHai",2013,6
66,"F1","New","BeiJing",2013,6
29,"J1","New","ShangHai",2013,6
55,"F1","New","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
118,"F1","New","ShangHai",2013,6
48,"J1","New","BeiJing",2013,6
47,"F1","New","BeiJing",2013,6
3,"F1","New","ShangHai",2013,6
66,"F1","New","GuangZhou",2013,6
53,"J1","New","GuangZhou",2013,6
59,"F1","New","ShenYang",2013,6
48,"F1","New","BeiJing",2013,6
63,"F1","Renewal","ShenYang",2013,6
64,"H1","New","ShangHai",2013,6
53,"F1","New","GuangZhou",2013,6
60,"F1","Renewal","ShangHai",2013,6
56,"F1","New","ShenYang",2013,6
64,"F1","Renewal","ShenYang",2013,6
51,"F1","New","BeiJing",2013,6
60,"J1","New","ShangHai",2013,6
56,"J1","New","ShenYang",2013,6
50,"H1","Renewal","BeiJing",2013,6
46,"F1","New","ShenYang",2013,6
64,"F1","New","ShangHai",2013,6
50,"F1","New","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
51,"H1","Renewal","BeiJing",2013,6
63,"H1","Renewal","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
70,"B2","New","BeiJing",2013,6
59,"F1","New","ShangHai",2013,6
64,"F1","New","ChengDu",2013,6
51,"F1","New","BeiJing",2013,6
58,"F1","New","ShangHai",2013,6
42,"F1","Renewal","ShangHai",2013,6
60,"J1","New","BeiJing",2013,6
63,"F1","New","ShangHai",2013,6
38,"F1","New","BeiJing",2013,6
64,"F1","New","ChengDu",2013,6
67,"F1","New","ChengDu",2013,6
57,"F1","New","ShangHai",2013,6
64,"F1","New","ShangHai",2013,6
63,"F1","New","BeiJing",2013,6
59,"J1","New","BeiJing",2013,6
49,"F1","New","BeiJing",2013,6
39,"F1","New","BeiJing",2013,6
51,"F1","Renewal","ShangHai",2013,6
63,"J1","Renewal","BeiJing",2013,6
67,"B2","New","ChengDu",2013,6
63,"F1","New","BeiJing",2013,6
50,"F1","New","BeiJing",2013,6
46,"F2","New","BeiJing",2013,6
60,"F1","New","BeiJing",2013,6
74,"F1","New","ShangHai",2013,6
45,"F1","Renewal","BeiJing",2013,6
56,"J1","New","ShangHai",2013,6
72,"B1","New","BeiJing",2013,6
56,"F1","New","ShangHai",2013,6
44,"B2","Renewal","BeiJing",2013,6
63,"F1","Renewal","ShangHai",2013,6
56,"F1","New","BeiJing",2013,6
45,"H1","Renewal","ShangHai",2013,6
57,"F1","New","ChengDu",2013,6
27,"J1","New","ShangHai",2013,6
64,"J1","New","ShangHai",2013,6
64,"F1","Renewal","ShangHai",2013,6
46,"F1","New","BeiJing",2013,6
64,"J1","New","ShangHai",2013,6
64,"F1","New","ChengDu",2013,6
64,"F1","New","ChengDu",2013,6
64,"J1","New","ChengDu",2013,6
81,"B1","New","GuangZhou",2013,6
64,"F1","New","ShangHai",2013,6
60,"F1","New","ShangHai",2013,6
66,"L1","New","ShangHai",2013,6
39,"F1","New","BeiJing",2013,6
63,"F1","New","GuangZhou",2013,6
45,"F1","Renewal","Others",2013,6
63,"F1","New","GuangZhou",2013,6
29,"F1","New","BeiJing",2013,6
64,"F1","Renewal","ShangHai",2013,6
60,"F1","Renewal","BeiJing",2013,6
65,"B1","New","ShangHai",2013,6
58,"F1","Renewal","ShangHai",2013,6
58,"F1","New","BeiJing",2013,6
62,"H1","Renewal","BeiJing",2013,6
63,"F1","New","ChengDu",2013,6
52,"F1","New","GuangZhou",2013,6
59,"F1","New","ShangHai",2013,6
58,"F1","Renewal","GuangZhou",2013,6
52,"F1","Renewal","GuangZhou",2013,6
51,"J1","New","BeiJing",2013,6
59,"F1","New","ChengDu",2013,6
58,"F1","Renewal","BeiJing",2013,6
58,"F1","Renewal","BeiJing",2013,6
63,"J1","New","ChengDu",2013,6
48,"F1","Renewal","BeiJing",2013,6
48,"F2","New","BeiJing",2013,6
64,"J1","Renewal","ShangHai",2013,6
50,"F1","Renewal","BeiJing",2013,6
55,"F1","New","GuangZhou",2013,6
66,"F1","New","GuangZhou",2013,6
62,"F1","New","ShangHai",2013,6
59,"J1","New","BeiJing",2013,6
63,"F1","New","ShangHai",2013,6
55,"J1","New","ShangHai",2013,6
59,"F1","New","BeiJing",2013,6
65,"F1","New","BeiJing",2013,6
62,"F1","New","BeiJing",2013,6
59,"J1","New","GuangZhou",2013,6
59,"F1","New","ChengDu",2013,6
80,"F1","New","BeiJing",2013,6
50,"F1","New","BeiJing",2013,6
56,"J1","New","ChengDu",2013,6
49,"B2","Renewal","BeiJing",2013,6
57,"F1","New","BeiJing",2013,6
63,"J1","New","ChengDu",2013,6
57,"J1","New","BeiJing",2013,6
62,"F1","New","BeiJing",2013,6
57,"F1","New","ShangHai",2013,6
59,"F1","Renewal","BeiJing",2013,6
58,"F1","Renewal","ShangHai",2013,6
62,"F1","New","ShangHai",2013,6
50,"F1","Renewal","BeiJing",2013,6
48,"F1","Renewal","BeiJing",2013,6
51,"L1","New","BeiJing",2013,6
55,"F1","Renewal","BeiJing",2013,6
62,"F1","New","BeiJing",2013,6
69,"L1","Renewal","BeiJing",2013,6
84,"B2","New","BeiJing",2013,6
63,"J1","New","ShangHai",2013,6
52,"J1","New","GuangZhou",2013,6
56,"J1","New","ShangHai",2013,6
56,"F1","New","BeiJing",2013,6
56,"F1","New","ShangHai",2013,6
62,"F1","Renewal","Ottawa",2013,6
59,"F1","Renewal","ShangHai",2013,6
54,"F1","New","BeiJing",2013,6
59,"F1","Renewal","GuangZhou",2013,6
50,"H1","New","BeiJing",2013,6
63,"F1","Renewal","ShangHai",2013,6
55,"F1","Renewal","ShangHai",2013,6
48,"F2","New","BeiJing",2013,6
48,"F1","Renewal","BeiJing",2013,6
55,"F1","New","GuangZhou",2013,6
50,"F1","Renewal","BeiJing",2013,6
57,"F1","Renewal","ShangHai",2013,6
54,"F1","New","BeiJing",2013,6
58,"F1","New","BeiJing",2013,6
56,"F1","New","ShangHai",2013,6
57,"F1","New","BeiJing",2013,6
55,"F1","Renewal","BeiJing",2013,6
56,"F1","Renewal","BeiJing",2013,6
55,"F1","New","BeiJing",2013,6
61,"F1","New","BeiJing",2013,6
61,"J1","New","BeiJing",2013,6
62,"B1","New","ShangHai",2013,6
56,"F1","New","BeiJing",2013,6
62,"F1","New","ShenYang",2013,6
56,"F1","New","BeiJing",2013,6
54,"F1","New","ShenYang",2013,6
51,"F1","New","HongKong",2013,6
54,"F1","New","ShenYang",2013,6
32,"F1","Renewal","ChengDu",2013,6
57,"F1","New","ShangHai",2013,6
61,"F1","New","BeiJing",2013,6
55,"F1","New","BeiJing",2013,6
64,"F1","New","BeiJing",2013,6
58,"F1","New","BeiJing",2013,6
51,"F1","Renewal","BeiJing",2013,6
62,"F1","Renewal","Europe",2013,6
55,"F1","New","BeiJing",2013,6
57,"F1","Renewal","ShangHai",2013,6
54,"F1","New","BeiJing",2013,6
58,"J1","New","BeiJing",2013,6
61,"F1","New","BeiJing",2013,6
55,"F1","New","BeiJing",2013,6
61,"F1","New","BeiJing",2013,6
62,"F1","New","BeiJing",2013,6
55,"F1","Renewal","GuangZhou",2013,6
63,"F1","New","GuangZhou",2013,6
58,"F1","Renewal","BeiJing",2013,6
64,"F1","Renewal","BeiJing",2013,6
21,"F1","Renewal","ShangHai",2013,6
58,"F1","New","BeiJing",2013,6
55,"J1","New","ShangHai",2013,6
65,"F1","Renewal","ShenYang",2013,6
55,"F1","New","ShangHai",2013,6
62,"F1","Renewal","ShangHai",2013,6
62,"F1","Renewal","ShangHai",2013,6
61,"F2","New","BeiJing",2013,6
62,"F1","New","ShangHai",2013,6
63,"F1","New","ShangHai",2013,6
60,"F1","New","BeiJing",2013,6
60,"F1","New","ShangHai",2013,6
67,"J1","New","HongKong",2013,6
53,"J1","Renewal","GuangZhou",2013,6
54,"F1","New","ShenYang",2013,6
55,"F1","New","ShenYang",2013,6
50,"F1","New","HongKong",2013,6
60,"F1","Renewal","BeiJing",2013,6
61,"B1","Renewal","BeiJing",2013,6
61,"H1","Renewal","BeiJing",2013,6
61,"F1","New","ShangHai",2013,6
56,"F1","New","BeiJing",2013,6
54,"F1","New","BeiJing",2013,6
53,"F1","New","BeiJing",2013,6
60,"F1","New","BeiJing",2013,6
60,"F1","New","BeiJing",2013,6
53,"F1","New","ShangHai",2013,6
54,"J1","New","ChengDu",2013,6
60,"F1","Renewal","BeiJing",2013,6
55,"J1","New","BeiJing",2013,6
46,"F1","New","BeiJing",2013,6
76,"B1","Renewal","Others",2013,6
61,"F1","New","Europe",2013,6
57,"J1","New","BeiJing",2013,6
55,"F1","Renewal","ShangHai",2013,6
60,"F1","New","BeiJing",2013,6
61,"J1","New","ShangHai",2013,6
54,"J1","New","ChengDu",2013,6
57,"F1","New","ChengDu",2013,6
82,"B2","New","ShangHai",2013,6
60,"F1","Renewal","BeiJing",2013,6
61,"H1","Renewal","BeiJing",2013,6
61,"F1","New","ShangHai",2013,6
60,"B1","New","BeiJing",2013,6
69,"B2","New","Others",2013,6
64,"F1","Renewal","ShangHai",2013,6
60,"F1","New","BeiJing",2013,6
61,"F1","New","BeiJing",2013,6
54,"F1","New","BeiJing",2013,6
56,"J1","New","ShangHai",2013,6
54,"F1","New","ShangHai",2013,6
54,"F1","New","BeiJing",2013,6
62,"F1","New","ShangHai",2013,6
57,"F1","New","ChengDu",2013,6
61,"J1","New","ShangHai",2013,6
62,"H1","Renewal","GuangZhou",2013,6
61,"B1","New","BeiJing",2013,6
57,"F1","New","ShangHai",2013,6
61,"F1","New","BeiJing",2013,6
62,"F1","New","BeiJing",2013,6
55,"F1","New","ShangHai",2013,6
61,"J1","New","BeiJing",2013,6
61,"J1","New","BeiJing",2013,6
62,"F1","New","ChengDu",2013,6
61,"F1","New","ShangHai",2013,6
60,"F1","Renewal","BeiJing",2013,6
61,"J1","New","BeiJing",2013,6
61,"J1","New","ShangHai",2013,6
82,"B2","New","BeiJing",2013,6
54,"J1","New","BeiJing",2013,6
62,"J1","New","BeiJing",2013,6
60,"F1","Renewal","BeiJing",2013,6
62,"F1","New","ShangHai",2013,6
